var,val,visit
gfa mean,0.0602162,109972017080_34
gfa sd,0.0293679,109972017080_34
iso mean,0.801019,109972017080_34
iso sd,NA,109972017080_34
rdi02L mean,0.578501,109972017080_34
rdi02L sd,0.127252,109972017080_34
rdi04L mean,0.963226,109972017080_34
rdi04L sd,NA,109972017080_34
rdi06L mean,1.01874,109972017080_34
rdi06L sd,0.183828,109972017080_34
rdi08L mean,1.0199,109972017080_34
rdi08L sd,0.185916,109972017080_34
rdi10L mean,1.0203,109972017080_34
rdi10L sd,0.186466,109972017080_34
rdi12L mean,1.02059,109972017080_34
rdi12L sd,0.186957,109972017080_34
nrdi02L mean,0.451922,109972017080_34
nrdi02L sd,NA,109972017080_34
nrdi04L mean,0.0905793,109972017080_34
nrdi04L sd,0.0280169,109972017080_34
nrdi06L mean,0.00236058,109972017080_34
nrdi06L sd,0.00820053,109972017080_34
nrdi08L mean,0.00096637,109972017080_34
nrdi08L sd,0.0034327,109972017080_34
nrdi10L mean,0.000431112,109972017080_34
nrdi10L sd,0.00128663,109972017080_34
nrdi12L mean,0,109972017080_34
nrdi12L sd,0,109972017080_34
number of tracts,1121,109972017080_35
tract length mean(mm),82.6097,109972017080_35
tract length sd(mm),28.7354,109972017080_35
tracts volume (mm^3),14232,109972017080_35
qa mean,0.170652,109972017080_35
qa sd,0.0750408,109972017080_35
nqa mean,0.139815,109972017080_35
nqa sd,0.0614847,109972017080_35
dti_fa mean,0.237196,109972017080_35
dti_fa sd,0.13318,109972017080_35
md mean,0.373092,109972017080_35
md sd,0.130272,109972017080_35
ad mean,0.453452,109972017080_35
ad sd,0.114414,109972017080_35
rd mean,0.332913,109972017080_35
rd sd,0.142366,109972017080_35
gfa mean,0.0532613,109972017080_35
gfa sd,0.0208816,109972017080_35
iso mean,0.750324,109972017080_35
iso sd,0.128809,109972017080_35
rdi02L mean,0.552926,109972017080_35
rdi02L sd,0.0893635,109972017080_35
rdi04L mean,0.877872,109972017080_35
rdi04L sd,0.142361,109972017080_35
rdi06L mean,0.960126,109972017080_35
rdi06L sd,0.158751,109972017080_35
rdi08L mean,0.96424,109972017080_35
rdi08L sd,0.161226,109972017080_35
rdi10L mean,0.96644,109972017080_35
rdi10L sd,0.162294,109972017080_35
rdi12L mean,0.967338,109972017080_35
rdi12L sd,0.162266,109972017080_35
nrdi02L mean,0.41441,109972017080_35
nrdi02L sd,0.0849405,109972017080_35
nrdi04L mean,0.08947,109972017080_35
nrdi04L sd,0.0453939,109972017080_35
nrdi06L mean,0.00720702,109972017080_35
nrdi06L sd,0.0219961,109972017080_35
nrdi08L mean,0.00309343,109972017080_35
nrdi08L sd,0.00950646,109972017080_35
nrdi10L mean,0.000893446,109972017080_35
nrdi10L sd,0.00259199,109972017080_35
nrdi12L mean,0,109972017080_35
nrdi12L sd,0,109972017080_35
number of tracts,2636440,109972017080_36
tract length mean(mm),23.033,109972017080_36
tract length sd(mm),16.1881,109972017080_36
tracts volume (mm^3),362400,109972017080_36
qa mean,0.188512,109972017080_36
qa sd,0.148687,109972017080_36
nqa mean,0.150495,109972017080_36
nqa sd,0.124323,109972017080_36
dti_fa mean,0.222989,109972017080_36
dti_fa sd,0.182836,109972017080_36
md mean,0.298333,109972017080_36
md sd,0.220479,109972017080_36
ad mean,0.43228,109972017080_36
ad sd,0.174894,109972017080_36
rd mean,0.271122,109972017080_36
rd sd,0.219786,109972017080_36
gfa mean,0.0517066,109972017080_36
gfa sd,0.0330813,109972017080_36
iso mean,0.563139,109972017080_36
iso sd,0.479083,109972017080_36
rdi02L mean,0.46492,109972017080_36
rdi02L sd,0.25155,109972017080_36
rdi04L mean,0.884295,109972017080_36
rdi04L sd,0.330758,109972017080_36
rdi06L mean,0.929061,109972017080_36
rdi06L sd,0.318251,109972017080_36
rdi08L mean,0.929302,109972017080_36
rdi08L sd,0.320205,109972017080_36
rdi10L mean,0.929386,109972017080_36
rdi10L sd,0.321007,109972017080_36
rdi12L mean,0.9294,109972017080_36
rdi12L sd,0.321274,109972017080_36
nrdi02L mean,0.386062,109972017080_36
nrdi02L sd,0.208327,109972017080_36
nrdi04L mean,0.0795567,109972017080_36
nrdi04L sd,0.0579301,109972017080_36
nrdi06L mean,0.00347414,109972017080_36
nrdi06L sd,0.0134953,109972017080_36
nrdi08L mean,0.00110897,109972017080_36
nrdi08L sd,0.00508875,109972017080_36
nrdi10L mean,0.000383537,109972017080_36
nrdi10L sd,0.00140935,109972017080_36
nrdi12L mean,0,109972017080_36
nrdi12L sd,0,109972017080_36
number of tracts,2583990,109972017080_37
tract length mean(mm),23.2298,109972017080_37
tract length sd(mm),16.4466,109972017080_37
tracts volume (mm^3),365552,109972017080_37
qa mean,0.155354,109972017080_37
qa sd,0.119891,109972017080_37
nqa mean,0.127733,109972017080_37
nqa sd,0.0991927,109972017080_37
dti_fa mean,0.18482,109972017080_37
dti_fa sd,0.164657,109972017080_37
md mean,0.298921,109972017080_37
md sd,0.224305,109972017080_37
ad mean,0.412336,109972017080_37
ad sd,0.189924,109972017080_37
rd mean,0.273666,109972017080_37
rd sd,0.226237,109972017080_37
gfa mean,0.0435269,109972017080_37
gfa sd,0.0295208,109972017080_37
iso mean,0.557484,109972017080_37
iso sd,0.475994,109972017080_37
rdi02L mean,0.472001,109972017080_37
rdi02L sd,0.193723,109972017080_37
rdi04L mean,0.809806,109972017080_37
rdi04L sd,0.38271,109972017080_37
rdi06L mean,0.943663,109972017080_37
rdi06L sd,0.254746,109972017080_37
rdi08L mean,0.943714,109972017080_37
rdi08L sd,0.25893,109972017080_37
rdi10L mean,0.94374,109972017080_37
rdi10L sd,0.260394,109972017080_37
rdi12L mean,0.943745,109972017080_37
rdi12L sd,0.26088,109972017080_37
nrdi02L mean,0.366784,109972017080_37
nrdi02L sd,0.213095,109972017080_37
nrdi04L mean,0.0782461,109972017080_37
nrdi04L sd,0.0580483,109972017080_37
nrdi06L mean,0.0037462,109972017080_37
nrdi06L sd,0.0138351,109972017080_37
nrdi08L mean,0.00133122,109972017080_37
nrdi08L sd,0.00549575,109972017080_37
nrdi10L mean,0.000473911,109972017080_37
nrdi10L sd,0.00160992,109972017080_37
nrdi12L mean,0,109972017080_37
nrdi12L sd,0,109972017080_37
number of tracts,2103410,109972017080_38
tract length mean(mm),26.9735,109972017080_38
tract length sd(mm),17.9851,109972017080_38
tracts volume (mm^3),77680,109972017080_38
qa mean,0.159158,109972017080_38
qa sd,0.108523,109972017080_38
nqa mean,0.134611,109972017080_38
nqa sd,0.0818219,109972017080_38
dti_fa mean,0.133748,109972017080_38
dti_fa sd,0.114791,109972017080_38
md mean,0.403172,109972017080_38
md sd,0.191237,109972017080_38
ad mean,0.498053,109972017080_38
ad sd,0.0909567,109972017080_38
rd mean,0.361721,109972017080_38
rd sd,0.206372,109972017080_38
gfa mean,0.0390555,109972017080_38
gfa sd,0.0254795,109972017080_38
iso mean,0.775768,109972017080_38
iso sd,0.453007,109972017080_38
rdi02L mean,0.526311,109972017080_38
rdi02L sd,0.286115,109972017080_38
rdi04L mean,0.996613,109972017080_38
rdi04L sd,0.205968,109972017080_38
rdi06L mean,1.02491,109972017080_38
rdi06L sd,0.386089,109972017080_38
rdi08L mean,1.02718,109972017080_38
rdi08L sd,0.398609,109972017080_38
rdi10L mean,1.02758,109972017080_38
rdi10L sd,0.401172,109972017080_38
rdi12L mean,1.02779,109972017080_38
rdi12L sd,0.402253,109972017080_38
nrdi02L mean,0.499546,109972017080_38
nrdi02L sd,0.142403,109972017080_38
nrdi04L mean,0.121303,109972017080_38
nrdi04L sd,0.0663641,109972017080_38
nrdi06L mean,0.00982479,109972017080_38
nrdi06L sd,0.0204526,109972017080_38
nrdi08L mean,0.00296838,109972017080_38
nrdi08L sd,0.00839771,109972017080_38
nrdi10L mean,0.00103829,109972017080_38
nrdi10L sd,0.00263675,109972017080_38
nrdi12L mean,0,109972017080_38
nrdi12L sd,0,109972017080_38
number of tracts,1922670,109972017080_39
tract length mean(mm),25.5139,109972017080_39
tract length sd(mm),9.842,109972017080_39
tracts volume (mm^3),44880,109972017080_39
qa mean,0.203751,109972017080_39
qa sd,0.105286,109972017080_39
nqa mean,0.163787,109972017080_39
nqa sd,0.0946253,109972017080_39
dti_fa mean,0.148513,109972017080_39
dti_fa sd,0.119033,109972017080_39
md mean,0.414923,109972017080_39
md sd,0.184991,109972017080_39
ad mean,0.513418,109972017080_39
ad sd,0.094565,109972017080_39
rd mean,0.384545,109972017080_39
rd sd,0.188472,109972017080_39
gfa mean,0.0425222,109972017080_39
gfa sd,0.0241397,109972017080_39
iso mean,1.00792,109972017080_39
iso sd,0.400613,109972017080_39
rdi02L mean,0.666502,109972017080_39
rdi02L sd,0.330987,109972017080_39
rdi04L mean,1.16656,109972017080_39
rdi04L sd,0.280293,109972017080_39
rdi06L mean,1.23782,109972017080_39
rdi06L sd,0.5334,109972017080_39
rdi08L mean,1.24324,109972017080_39
rdi08L sd,0.545997,109972017080_39
rdi10L mean,1.2435,109972017080_39
rdi10L sd,0.546163,109972017080_39
rdi12L mean,1.24377,109972017080_39
rdi12L sd,0.546396,109972017080_39
nrdi02L mean,0.581703,109972017080_39
nrdi02L sd,0.218178,109972017080_39
nrdi04L mean,0.137289,109972017080_39
nrdi04L sd,0.0918788,109972017080_39
nrdi06L mean,0.00824997,109972017080_39
nrdi06L sd,0.0135829,109972017080_39
nrdi08L mean,0.000832954,109972017080_39
nrdi08L sd,0.00278571,109972017080_39
nrdi10L mean,0.000440684,109972017080_39
nrdi10L sd,0.00133361,109972017080_39
nrdi12L mean,0,109972017080_39
nrdi12L sd,0,109972017080_39
number of tracts,1177900,109972017080_3
tract length mean(mm),31.8906,109972017080_3
tract length sd(mm),19.7798,109972017080_3
tracts volume (mm^3),277216,109972017080_3
qa mean,0.199962,109972017080_3
qa sd,0.0842913,109972017080_3
nqa mean,0.165416,109972017080_3
nqa sd,0.0599514,109972017080_3
dti_fa mean,0.283072,109972017080_3
dti_fa sd,0.147479,109972017080_3
md mean,0.35889,109972017080_3
md sd,NA,109972017080_3
ad mean,0.409033,109972017080_3
ad sd,0.158681,109972017080_3
rd mean,0.280733,109972017080_3
rd sd,0.115877,109972017080_3
gfa mean,0.0611404,109972017080_3
gfa sd,0.0223858,109972017080_3
iso mean,0.777963,109972017080_3
iso sd,NA,109972017080_3
rdi02L mean,0.583677,109972017080_3
rdi02L sd,NA,109972017080_3
rdi04L mean,0.830681,109972017080_3
rdi04L sd,0.344748,109972017080_3
rdi06L mean,0.908306,109972017080_3
rdi06L sd,0.306833,109972017080_3
rdi08L mean,0.910388,109972017080_3
rdi08L sd,0.307984,109972017080_3
rdi10L mean,0.911521,109972017080_3
rdi10L sd,0.307517,109972017080_3
rdi12L mean,0.91198,109972017080_3
rdi12L sd,0.307206,109972017080_3
nrdi02L mean,0.4003,109972017080_3
nrdi02L sd,0.140567,109972017080_3
nrdi04L mean,0.0833524,109972017080_3
nrdi04L sd,0.0318118,109972017080_3
nrdi06L mean,0.00294378,109972017080_3
nrdi06L sd,0.0156935,109972017080_3
nrdi08L mean,0.000963027,109972017080_3
nrdi08L sd,0.00602801,109972017080_3
nrdi10L mean,0.000282637,109972017080_3
nrdi10L sd,0.00146735,109972017080_3
nrdi12L mean,0,109972017080_3
nrdi12L sd,0,109972017080_3
number of tracts,2652850,109972017080_40
tract length mean(mm),19.8741,109972017080_40
tract length sd(mm),13.6509,109972017080_40
tracts volume (mm^3),56616,109972017080_40
qa mean,0.214363,109972017080_40
qa sd,0.128749,109972017080_40
nqa mean,0.170968,109972017080_40
nqa sd,0.110632,109972017080_40
dti_fa mean,0.280878,109972017080_40
dti_fa sd,0.18922,109972017080_40
md mean,0.271435,109972017080_40
md sd,0.164593,109972017080_40
ad mean,0.316244,109972017080_40
ad sd,0.232781,109972017080_40
rd mean,0.264962,109972017080_40
rd sd,0.081588,109972017080_40
gfa mean,0.0642938,109972017080_40
gfa sd,0.025936,109972017080_40
iso mean,0.533141,109972017080_40
iso sd,0.496336,109972017080_40
rdi02L mean,0.527605,109972017080_40
rdi02L sd,NA,109972017080_40
rdi04L mean,0.648491,109972017080_40
rdi04L sd,0.469186,109972017080_40
rdi06L mean,0.988029,109972017080_40
rdi06L sd,0.129381,109972017080_40
rdi08L mean,0.989824,109972017080_40
rdi08L sd,0.123683,109972017080_40
rdi10L mean,0.990266,109972017080_40
rdi10L sd,0.122284,109972017080_40
rdi12L mean,0.990797,109972017080_40
rdi12L sd,0.120419,109972017080_40
nrdi02L mean,0.279154,109972017080_40
nrdi02L sd,0.245071,109972017080_40
nrdi04L mean,0.067472,109972017080_40
nrdi04L sd,0.0360192,109972017080_40
nrdi06L mean,0.000582494,109972017080_40
nrdi06L sd,0.00378406,109972017080_40
nrdi08L mean,0.000220658,109972017080_40
nrdi08L sd,0.00153385,109972017080_40
nrdi10L mean,0.000109409,109972017080_40
nrdi10L sd,0.000580851,109972017080_40
nrdi12L mean,0,109972017080_40
nrdi12L sd,0,109972017080_40
number of tracts,3428710,109972017080_41
tract length mean(mm),19.6065,109972017080_41
tract length sd(mm),12.7532,109972017080_41
tracts volume (mm^3),43760,109972017080_41
qa mean,0.20668,109972017080_41
qa sd,0.124264,109972017080_41
nqa mean,0.15894,109972017080_41
nqa sd,0.115575,109972017080_41
dti_fa mean,0.265808,109972017080_41
dti_fa sd,0.219375,109972017080_41
md mean,0.221877,109972017080_41
md sd,0.201485,109972017080_41
ad mean,0.251992,109972017080_41
ad sd,0.245241,109972017080_41
rd mean,0.214338,109972017080_41
rd sd,0.151896,109972017080_41
gfa mean,0.0536867,109972017080_41
gfa sd,0.0446686,109972017080_41
iso mean,0.416599,109972017080_41
iso sd,0.492367,109972017080_41
rdi02L mean,0.415108,109972017080_41
rdi02L sd,0.193084,109972017080_41
rdi04L mean,0.511396,109972017080_41
rdi04L sd,0.493536,109972017080_41
rdi06L mean,0.830216,109972017080_41
rdi06L sd,0.37545,109972017080_41
rdi08L mean,0.830216,109972017080_41
rdi08L sd,0.375456,109972017080_41
rdi10L mean,0.830216,109972017080_41
rdi10L sd,0.375458,109972017080_41
rdi12L mean,0.830216,109972017080_41
rdi12L sd,0.375459,109972017080_41
nrdi02L mean,0.219277,109972017080_41
nrdi02L sd,0.246138,109972017080_41
nrdi04L mean,0.0545938,109972017080_41
nrdi04L sd,0.0437398,109972017080_41
nrdi06L mean,0.00110873,109972017080_41
nrdi06L sd,0.00684066,109972017080_41
nrdi08L mean,0.000483698,109972017080_41
nrdi08L sd,0.00299446,109972017080_41
nrdi10L mean,0.000192555,109972017080_41
nrdi10L sd,0.000970191,109972017080_41
nrdi12L mean,0,109972017080_41
nrdi12L sd,0,109972017080_41
number of tracts,288,109972017080_42
tract length mean(mm),98.3072,109972017080_42
tract length sd(mm),12.6745,109972017080_42
tracts volume (mm^3),10664,109972017080_42
qa mean,0.228902,109972017080_42
qa sd,0.104707,109972017080_42
nqa mean,0.187541,109972017080_42
nqa sd,0.0857887,109972017080_42
dti_fa mean,0.156779,109972017080_42
dti_fa sd,0.0964022,109972017080_42
md mean,0.45752,109972017080_42
md sd,0.138638,109972017080_42
ad mean,0.520891,109972017080_42
ad sd,0.138111,109972017080_42
rd mean,0.425834,109972017080_42
rd sd,0.141057,109972017080_42
gfa mean,0.0511953,109972017080_42
gfa sd,0.0169907,109972017080_42
iso mean,1.05941,109972017080_42
iso sd,0.479728,109972017080_42
rdi02L mean,0.74131,109972017080_42
rdi02L sd,0.295422,109972017080_42
rdi04L mean,1.20054,109972017080_42
rdi04L sd,0.499311,109972017080_42
rdi06L mean,1.34625,109972017080_42
rdi06L sd,0.589235,109972017080_42
rdi08L mean,1.35563,109972017080_42
rdi08L sd,0.601374,109972017080_42
rdi10L mean,1.35625,109972017080_42
rdi10L sd,0.601057,109972017080_42
rdi12L mean,1.35696,109972017080_42
rdi12L sd,0.600634,109972017080_42
nrdi02L mean,0.615645,109972017080_42
nrdi02L sd,0.307061,109972017080_42
nrdi04L mean,0.156417,109972017080_42
nrdi04L sd,0.105287,109972017080_42
nrdi06L mean,0.0107024,109972017080_42
nrdi06L sd,0.0168351,109972017080_42
nrdi08L mean,0.00133223,109972017080_42
nrdi08L sd,0.00460899,109972017080_42
nrdi10L mean,0.000706108,109972017080_42
nrdi10L sd,0.00217708,109972017080_42
nrdi12L mean,0,109972017080_42
nrdi12L sd,0,109972017080_42
number of tracts,4660,109972017080_43
tract length mean(mm),44.2589,109972017080_43
tract length sd(mm),23.1163,109972017080_43
tracts volume (mm^3),66152,109972017080_43
qa mean,0.196613,109972017080_43
qa sd,0.115934,109972017080_43
nqa mean,0.161086,109972017080_43
nqa sd,0.0949874,109972017080_43
dti_fa mean,0.167279,109972017080_43
dti_fa sd,0.146495,109972017080_43
md mean,0.468922,109972017080_43
md sd,0.126527,109972017080_43
ad mean,0.5399,109972017080_43
ad sd,0.110659,109972017080_43
rd mean,0.43344,109972017080_43
rd sd,0.141861,109972017080_43
gfa mean,0.0473366,109972017080_43
gfa sd,0.0264601,109972017080_43
iso mean,0.935606,109972017080_43
iso sd,0.275822,109972017080_43
rdi02L mean,0.648955,109972017080_43
rdi02L sd,0.167052,109972017080_43
rdi04L mean,1.04718,109972017080_43
rdi04L sd,0.281744,109972017080_43
rdi06L mean,1.16988,109972017080_43
rdi06L sd,0.332966,109972017080_43
rdi08L mean,1.17828,109972017080_43
rdi08L sd,0.341801,109972017080_43
rdi10L mean,1.18051,109972017080_43
rdi10L sd,0.341804,109972017080_43
rdi12L mean,1.18157,109972017080_43
rdi12L sd,0.341589,109972017080_43
nrdi02L mean,0.53262,109972017080_43
nrdi02L sd,0.179584,109972017080_43
nrdi04L mean,0.134396,109972017080_43
nrdi04L sd,0.0710266,109972017080_43
nrdi06L mean,0.0116838,109972017080_43
nrdi06L sd,0.0219279,109972017080_43
nrdi08L mean,0.00328931,109972017080_43
nrdi08L sd,0.00843098,109972017080_43
nrdi10L mean,0.00106776,109972017080_43
nrdi10L sd,0.00238653,109972017080_43
nrdi12L mean,0,109972017080_43
nrdi12L sd,0,109972017080_43
number of tracts,680662,109972017080_44
tract length mean(mm),27.9118,109972017080_44
tract length sd(mm),13.7515,109972017080_44
tracts volume (mm^3),16384,109972017080_44
qa mean,0.203224,109972017080_44
qa sd,0.109685,109972017080_44
nqa mean,0.17019,109972017080_44
nqa sd,0.0828275,109972017080_44
dti_fa mean,0.198949,109972017080_44
dti_fa sd,0.130715,109972017080_44
md mean,0.407634,109972017080_44
md sd,0.104745,109972017080_44
ad mean,0.48996,109972017080_44
ad sd,0.0989801,109972017080_44
rd mean,0.363204,109972017080_44
rd sd,0.126235,109972017080_44
gfa mean,0.0627803,109972017080_44
gfa sd,0.0200196,109972017080_44
iso mean,0.663328,109972017080_44
iso sd,0.29039,109972017080_44
rdi02L mean,0.526861,109972017080_44
rdi02L sd,0.116069,109972017080_44
rdi04L mean,0.840107,109972017080_44
rdi04L sd,0.0719175,109972017080_44
rdi06L mean,0.93404,109972017080_44
rdi06L sd,0.0562922,109972017080_44
rdi08L mean,0.937646,109972017080_44
rdi08L sd,0.0529167,109972017080_44
rdi10L mean,0.941349,109972017080_44
rdi10L sd,0.0396212,109972017080_44
rdi12L mean,0.944836,109972017080_44
rdi12L sd,0.0135008,109972017080_44
nrdi02L mean,0.389749,109972017080_44
nrdi02L sd,0.117115,109972017080_44
nrdi04L mean,0.0879553,109972017080_44
nrdi04L sd,0.0380074,109972017080_44
nrdi06L mean,0.00872863,109972017080_44
nrdi06L sd,0.0181418,109972017080_44
nrdi08L mean,0.00577077,109972017080_44
nrdi08L sd,0.0105995,109972017080_44
nrdi10L mean,0.00280537,109972017080_44
nrdi10L sd,0.004436,109972017080_44
nrdi12L mean,0,109972017080_44
nrdi12L sd,0,109972017080_44
number of tracts,1033800,109972017080_45
tract length mean(mm),29.5307,109972017080_45
tract length sd(mm),16.7691,109972017080_45
tracts volume (mm^3),104936,109972017080_45
qa mean,0.193591,109972017080_45
qa sd,0.0310325,109972017080_45
nqa mean,0.152297,109972017080_45
nqa sd,0.0601748,109972017080_45
dti_fa mean,0.195407,109972017080_45
dti_fa sd,0.0887607,109972017080_45
md mean,0.402683,109972017080_45
md sd,NA,109972017080_45
ad mean,0.468879,109972017080_45
ad sd,NA,109972017080_45
rd mean,0.347024,109972017080_45
rd sd,NA,109972017080_45
gfa mean,0.0533245,109972017080_45
gfa sd,NA,109972017080_45
iso mean,0.911005,109972017080_45
iso sd,NA,109972017080_45
rdi02L mean,0.608221,109972017080_45
rdi02L sd,0.202092,109972017080_45
rdi04L mean,0.973827,109972017080_45
rdi04L sd,0.145052,109972017080_45
rdi06L mean,1.04611,109972017080_45
rdi06L sd,0.249698,109972017080_45
rdi08L mean,1.04647,109972017080_45
rdi08L sd,0.249825,109972017080_45
rdi10L mean,1.04679,109972017080_45
rdi10L sd,0.249877,109972017080_45
rdi12L mean,1.04713,109972017080_45
rdi12L sd,0.250077,109972017080_45
nrdi02L mean,0.472806,109972017080_45
nrdi02L sd,NA,109972017080_45
nrdi04L mean,0.102801,109972017080_45
nrdi04L sd,NA,109972017080_45
nrdi06L mean,0.00109692,109972017080_45
nrdi06L sd,0.00589984,109972017080_45
nrdi08L mean,0.000723149,109972017080_45
nrdi08L sd,0.00366995,109972017080_45
nrdi10L mean,0.000380424,109972017080_45
nrdi10L sd,0.00163887,109972017080_45
nrdi12L mean,0,109972017080_45
nrdi12L sd,0,109972017080_45
number of tracts,1427600,109972017080_46
tract length mean(mm),20.9286,109972017080_46
tract length sd(mm),12.2383,109972017080_46
tracts volume (mm^3),101128,109972017080_46
qa mean,0.157769,109972017080_46
qa sd,0.0626173,109972017080_46
nqa mean,0.126775,109972017080_46
nqa sd,0.0510329,109972017080_46
dti_fa mean,0.17153,109972017080_46
dti_fa sd,0.0640435,109972017080_46
md mean,0.407942,109972017080_46
md sd,NA,109972017080_46
ad mean,0.464508,109972017080_46
ad sd,NA,109972017080_46
rd mean,0.362014,109972017080_46
rd sd,NA,109972017080_46
gfa mean,0.0430435,109972017080_46
gfa sd,0.00780861,109972017080_46
iso mean,0.910828,109972017080_46
iso sd,NA,109972017080_46
rdi02L mean,0.616571,109972017080_46
rdi02L sd,0.15661,109972017080_46
rdi04L mean,0.974397,109972017080_46
rdi04L sd,0.165769,109972017080_46
rdi06L mean,1.05698,109972017080_46
rdi06L sd,0.21801,109972017080_46
rdi08L mean,1.05723,109972017080_46
rdi08L sd,0.218107,109972017080_46
rdi10L mean,1.05735,109972017080_46
rdi10L sd,0.218203,109972017080_46
rdi12L mean,1.05753,109972017080_46
rdi12L sd,0.218295,109972017080_46
nrdi02L mean,0.473496,109972017080_46
nrdi02L sd,0.0338158,109972017080_46
nrdi04L mean,0.101253,109972017080_46
nrdi04L sd,NA,109972017080_46
nrdi06L mean,0.000497104,109972017080_46
nrdi06L sd,0.00274822,109972017080_46
nrdi08L mean,0.00028933,109972017080_46
nrdi08L sd,0.00164549,109972017080_46
nrdi10L mean,0.000172826,109972017080_46
nrdi10L sd,0.000862483,109972017080_46
nrdi12L mean,0,109972017080_46
nrdi12L sd,0,109972017080_46
number of tracts,864345,109972017080_47
tract length mean(mm),50.6723,109972017080_47
tract length sd(mm),21.6628,109972017080_47
tracts volume (mm^3),72808,109972017080_47
qa mean,0.216223,109972017080_47
qa sd,0.118235,109972017080_47
nqa mean,0.17863,109972017080_47
nqa sd,0.0971591,109972017080_47
dti_fa mean,0.227952,109972017080_47
dti_fa sd,0.148611,109972017080_47
md mean,0.33895,109972017080_47
md sd,0.165044,109972017080_47
ad mean,0.402086,109972017080_47
ad sd,0.188074,109972017080_47
rd mean,0.33268,109972017080_47
rd sd,NA,109972017080_47
gfa mean,0.0553584,109972017080_47
gfa sd,0.0260605,109972017080_47
iso mean,0.732498,109972017080_47
iso sd,0.413603,109972017080_47
rdi02L mean,0.66495,109972017080_47
rdi02L sd,NA,109972017080_47
rdi04L mean,0.991454,109972017080_47
rdi04L sd,0.208037,109972017080_47
rdi06L mean,1.23042,109972017080_47
rdi06L sd,NA,109972017080_47
rdi08L mean,1.2309,109972017080_47
rdi08L sd,NA,109972017080_47
rdi10L mean,1.23134,109972017080_47
rdi10L sd,NA,109972017080_47
rdi12L mean,1.23213,109972017080_47
rdi12L sd,NA,109972017080_47
nrdi02L mean,0.421001,109972017080_47
nrdi02L sd,0.179702,109972017080_47
nrdi04L mean,0.0890344,109972017080_47
nrdi04L sd,0.044631,109972017080_47
nrdi06L mean,0.000976172,109972017080_47
nrdi06L sd,0.0052004,109972017080_47
nrdi08L mean,0.000687049,109972017080_47
nrdi08L sd,0.0031175,109972017080_47
nrdi10L mean,0.00043003,109972017080_47
nrdi10L sd,0.0016727,109972017080_47
nrdi12L mean,0,109972017080_47
nrdi12L sd,0,109972017080_47
number of tracts,527976,109972017080_48
tract length mean(mm),37.4048,109972017080_48
tract length sd(mm),14.0123,109972017080_48
tracts volume (mm^3),41848,109972017080_48
qa mean,0.19276,109972017080_48
qa sd,0.0974579,109972017080_48
nqa mean,0.160934,109972017080_48
nqa sd,0.0696967,109972017080_48
dti_fa mean,0.222066,109972017080_48
dti_fa sd,0.112742,109972017080_48
md mean,0.346956,109972017080_48
md sd,0.0962952,109972017080_48
ad mean,0.448584,109972017080_48
ad sd,NA,109972017080_48
rd mean,0.307013,109972017080_48
rd sd,0.0987103,109972017080_48
gfa mean,0.0554178,109972017080_48
gfa sd,0.0226611,109972017080_48
iso mean,0.79579,109972017080_48
iso sd,0.0941525,109972017080_48
rdi02L mean,0.553296,109972017080_48
rdi02L sd,0.215082,109972017080_48
rdi04L mean,0.956134,109972017080_48
rdi04L sd,0.12801,109972017080_48
rdi06L mean,1.00704,109972017080_48
rdi06L sd,0.251463,109972017080_48
rdi08L mean,1.00713,109972017080_48
rdi08L sd,0.251644,109972017080_48
rdi10L mean,1.00722,109972017080_48
rdi10L sd,0.251879,109972017080_48
rdi12L mean,1.00738,109972017080_48
rdi12L sd,0.252276,109972017080_48
nrdi02L mean,0.450731,109972017080_48
nrdi02L sd,NA,109972017080_48
nrdi04L mean,0.0852459,109972017080_48
nrdi04L sd,0.0332952,109972017080_48
nrdi06L mean,0.000667738,109972017080_48
nrdi06L sd,0.00442982,109972017080_48
nrdi08L mean,0.000497734,109972017080_48
nrdi08L sd,0.00262407,109972017080_48
nrdi10L mean,0.000301651,109972017080_48
nrdi10L sd,0.00126965,109972017080_48
nrdi12L mean,0,109972017080_48
nrdi12L sd,0,109972017080_48
number of tracts,58134,109972017080_49
tract length mean(mm),42.5544,109972017080_49
tract length sd(mm),23.1138,109972017080_49
tracts volume (mm^3),54288,109972017080_49
qa mean,0.279896,109972017080_49
qa sd,0.140971,109972017080_49
nqa mean,0.229328,109972017080_49
nqa sd,0.115478,109972017080_49
dti_fa mean,0.319011,109972017080_49
dti_fa sd,0.180172,109972017080_49
md mean,0.353631,109972017080_49
md sd,0.076238,109972017080_49
ad mean,0.475023,109972017080_49
ad sd,0.0777374,109972017080_49
rd mean,0.292958,109972017080_49
rd sd,0.0947362,109972017080_49
gfa mean,0.0740544,109972017080_49
gfa sd,0.0309852,109972017080_49
iso mean,0.781512,109972017080_49
iso sd,0.112462,109972017080_49
rdi02L mean,0.600648,109972017080_49
rdi02L sd,0.0918766,109972017080_49
rdi04L mean,0.949351,109972017080_49
rdi04L sd,0.143905,109972017080_49
rdi06L mean,1.03072,109972017080_49
rdi06L sd,0.157142,109972017080_49
rdi08L mean,1.03094,109972017080_49
rdi08L sd,0.156897,109972017080_49
rdi10L mean,1.03119,109972017080_49
rdi10L sd,0.156547,109972017080_49
rdi12L mean,1.03156,109972017080_49
rdi12L sd,0.156064,109972017080_49
nrdi02L mean,0.430758,109972017080_49
